ship_id,year,port,n_mentions,any_fulldate,status,hv,first_pos,snippet,triage,why
mexicana,1794,San Francisco,2,False,attach,1,36950,"s and Foreign Pielations — Northern Explorations — Spanish Policy — The Nootka Question — Voyage of the 'Sutil' and 'Mexicana' — Boundary Commission — Vancouver's First Visit — Re- ception at San Francisco, Santa Clara, ",auto-attach,ship+year already in registry; HoC corroboration
mexicana,1817,Monterey,1,False,new-candidate,2,844519," from Lima to exchange for tallow as before. These were the San Antonio, Captain Cave- necia, and the Hermosa Mexicana, supercargo Genoa y Aguirre, which arrived at Monterey in August^^and of mission; 4, Indian games; 5,",weak-new,"known ship, undated narrative mention"
mexkaiw,1813,Monterey,1,False,new-candidate,2,797747,"s at San Francisco.^ ' Chapters xi. and xiv. of this volume. '^ See chapter v. this volume. 2 The merchant brig Mexkaiw, Capt. Jos6 Arci, anchored at Monterey in l2C7 ) 2GS MARITIME AFFAIRS AND CONTRABAND TRADE. In 1813 ",noise,"unknown ship, undated mention"
morelos,1801,Loreto,1,False,new-candidate,2,421135,"arrillo in 1801, Guerra in 1802-6, Estudillo in 1806-7, and Estrada in 1807-10. The surgeons were Juan de Dios Morelos in 1801-2, Manuel Torres in 1802-3, Jose Maria Benites in 1803-7, and Manuel Quijano from 1807 to 182",weak-new,"known ship, undated narrative mention"
morelos,1801,Monterey,1,True,new-candidate,2,451565," Arrillaga that he has sent Moraga to mvestigate, who has brought back three Indians accused by Ciprcs. Surgeon Morelos, Cadet Toba, and seven men Avill start to-morrow. April 7th, Carrillo saj's the tliree Indians escap",strong-new,"known ship, dated HoC event, no existing row that year"
morelos,1809,,1,True,new-candidate,2,460922," conducted the ceremonies, aided by the ministers. Don Jose de la Guerra w^as sponsor, Captain Font and Surgeon Morelos also assisting. In a cavity of the stone were deposited some coins and a sealed bottle containing a ",strong-new,"known ship, dated HoC event, no existing row that year"
morelos,1811,San Diego,1,False,new-candidate,2,592868,"TUTIOX. 199 to Acapulco, but tliat tlicy had returned after a nar- row escape from flilling into the hands of Morelos' men. The friars learned also that while their sup- plies of groceries for 1811 were lying at San Bias",weak-new,"known ship, undated narrative mention"
morelos,1834,,1,False,attach,2,2179050," Tagle. ii. 268. Anastasio, 1831, executed at Mont, for robbery, iii. 669, 673. Anaya, 1834, lieut on the Morelos. iii. 269. Anderson, 1845, doul^tful name of Grigs by-Ide co. of immig. iv. 578-9. Anderson, 1848, of firm",auto-attach,ship+year already in registry; HoC corroboration
morelos,1847,,1,False,new-candidate,2,2130021,"Agate, scientist attache of the U. S. ex. exped. in '41. iv. 243. Agazini{Flamiiiio), '25, mr of the transport Morelos. in. 148. Agnew (Hugh) 1847, Co. H, N. Y. Vol. (v. 499). Agredo, doubtful name of a school-boy at Mon",weak-new,"known ship, undated narrative mention"
morelos,1848,,1,False,new-candidate,2,2229587," L'ec, MS., viii. 38. A. (R. B.), 1847, lieut Co. F, 3d U. S. artillery (v. 518). Azcona, lieut on the Morelos '34. iii. 269. Babcock (Benj. E.), 1848, on the roll of Pion. Soc, died before '81. B. (J.), 1848, sup. of th",weak-new,"known ship, undated narrative mention"
mosca,1810,Monterey,1,False,new-candidate,2,290526,"ght by the Prin- cesa and Activo, arriving at Monterey on July and leaving the coast late in the autumn. The schooner Mosca also touched at Monterey in June on her way from Manila to San Blas.^^ Though the Mexican author",noise,"unknown ship, undated mention"
moscow,1824,,1,False,new-candidate,2,1982749,"pain concerning that colony. Zavalishin, Delo o Koloniy Ros.s — Affairs of the Ross Colony, by W. Zava- lishin — Moscow, 1866. This work is a dissertation on Russian policy and rights at Ross rather than a history or des",weak-new,"known ship, undated narrative mention"
natalia,1834,,1,False,attach,2,2581526,"Ind. in 1805, and retiring 1806. Biog. ii 137-8; ment. ii. 34, 107, 109-10, 159-60. Cuevas, 1834, mate of the Natalia, iii. 268. Cule- bras (Miguel), 1828, Span, trader, who had been a lieut in the war of Indep., apparen",auto-attach,ship+year already in registry; HoC corroboration
nereid,1821,San Francisco,1,False,new-candidate,2,1442680," Blackwood, wiiich came from Bengal. Jean Baptiste Mutrel, of Paris, came to the coast this year on the French ship Nereid, but appears to have lived exclusively in Lower California for five years. William A. Gale and Ca",noise,"unknown ship, undated mention"
neva,1814,,1,False,new-candidate,2,201844,"8O4, 1805, and ISOG; performed by order of His Imperial Majesty Alexander the First, Emperor of Russia, in the ship Neva, by Urey Lisiansky, Captain in the Rus- sian Navy. London, 1814. 4to. The author commanded the Neva",noise,"unknown ship, undated mention"
nicolas,1769,,1,False,new-candidate,1,2411452," Ma., soldier.' Soberanes, Agustin, servant.' Soberanes, Josd ^Ma., soldier.' Soler, Juan, store-keeper.' Soler, Nicolas, captain.' Soler, Pablo, surgeon.* Solis, Alejandro, soldier.' Sol6rzano, Francisco, soldier.* Sold",weak-new,"known ship, undated narrative mention"
nicolas,1776,,1,False,new-candidate,2,2416704," roll of the Soc. Cal. Pion. 742 PIONEER REGISTER AXD INDEX. Carabajal (Rafael), at Los Aug. '48. Carabanas (Nicolas), corp. of the S. Juan Cap. escolta 1776. i. 303. Carabantes (Agustin), settler at Los Ang. 1807. ii. 3",weak-new,"known ship, undated narrative mention"
nicolas,1779,San Francisco,1,False,new-candidate,1,1173488,"atives on the 6th of July. The officers included Captain Estdvan Josd Martinez, Piloto Josd Tobar, and Chaplain Nicolas de Ibera.'^ "" Palou, Vida, 235-6, alludes to the quarrel very briefly, admitting that Neve -was not ",weak-new,"known ship, undated narrative mention"
nicolas,1781,,1,False,new-candidate,2,2407863," at S. Diego 1775. i. 2.55. C. (Tomds M.), soldier killed on the Colorado by lud. 1781. i. 303. Cama- reno (Nicolas), settler at S. F. 1791-1800. i. 710. Camarrillo (Juan), 18.34, Mex. who came prob. with the H. & P. col",weak-new,"known ship, undated narrative mention"
nicolas,1782,,1,False,new-candidate,2,2667412," he lacked firmness and energy, and made some mistakes. His cliaracter is fully discussed elsewhere. Echevarria (Nicolas), at La Brea, Mont, district, '36, age 45, wife Maria del Pilar Larios, child. Juliana b. '28, Mari",weak-new,"known ship, undated narrative mention"
nicolas,1787,,1,False,new-candidate,2,2291807,"44; grantee of Las Putas '43, and Yacuy '40. iv. 672; v. 669. B. (Jos6 de los Reyes), nat. of Cal., son of Nicolas, b. about 1787; sold, at S. F. '19-29, sergt from '30; also employed as a teacher at S. F. in '23. ii. 59",weak-new,"known ship, undated narrative mention"
nicolas,1787,San Francisco,2,False,new-candidate,1,265017," Francisco, 1S79. Soledad, Libros de Mision. ilS. Soler (Nicolis), Cartas del Capitan Inspector. IMS. Soler (Nicolas), Informe sobre Policia y Gobiemo, 1787. MS. Soler (Nicolas), Parccer sobre Comercio con el Buque de Ch",weak-new,"known ship, undated narrative mention"
nicolas,1793,,3,False,new-candidate,2,2293075,"1777-1800. i. 297, 716; wife Gcrtrudis Peralta, children Gabriela, Maria de la Luz, Jos6 de los Reyes, Nasario, Nicolas, Juan Jos(5, ace. to S. Josd padron of 1793. B. (Nicolas), son of pre- ceding; sold, at S. F. '19-30",weak-new,"known ship, undated narrative mention"
nicolas,1793,Refugio,1,False,new-candidate,2,2290127,"carnacion Soto (who as a widow was owner of S. F. lots fr. '44. iv. OGO; V. 085); children, Guadalupe b.'31, Nicolas '35, Apolinario '37, Juan '40. B. (Juan), farmer at S. Jos6 '41, age 31; wife Rafaela F6lix; child., Fr",weak-new,"known ship, undated narrative mention"
nicolas,1797,,1,True,new-candidate,1,155367,"o (Vicente), Soberano Estado de Oajaca. Oajaca, 1833. Guia de Forasteros. Mexico, 1797 et seq. GuticiTcz (Nicolas), Carta Oficial del Gefe Politico, 4 Nov. 1836. MS. Gutierrez (Nicohis), [Publica el Decreto reuniendo los",strong-new,"known ship, dated HoC event, no existing row that year"
nicolas,1800,,4,False,new-candidate,1,2371458," Luis Antonio.' Alvarado, Juan N. D., child.* Alanis, Antonio, child."" Alvarez, Juan, soldier."" Alanis, Eugenio Nicolas, cliild.' Alvarez, Joaquin, soldier."" Alanis, Isidro.* Alvarez, Luis, soldier."" Alanis, M.^ximo, sol",weak-new,"known ship, undated narrative mention"
nicolas,1800,Santa Bárbara,1,False,new-candidate,2,292773,eblo and Mis- sion— San Gabriel — Pedro de San Jose Estevan — Antonio Cru- zado — IsiDORO Barcenilla — San Fernando — Nicolas Lazaro — Jose Antonio Urla — Martin Landaeta — Santa Barbara Presidio — Captain Goycoechea— Po,weak-new,"known ship, undated narrative mention"
nicolas,1802,,1,False,new-candidate,2,2168994,"-30, also at S. F. in '37; in '41 at S. Jos(5; wife Francisca Higuera, child., Juan Ign. b. '24, Maria '27, Nicolas '29, Maria A. '31, Jos6 R. and Jos6 S. '34, Margarita '35, Tomds '39, Josa E. '40. Also at S. J. in '47.",weak-new,"known ship, undated narrative mention"
nicolas,1805,San Diego,1,True,new-candidate,2,348152," the country in 1805; but subsequently returned to Cali- fornia, though not to this mission. In 1805 there came Nicolas Ldzaro and Jose Maria Zalvidea, the latter transferred to San Gabriel in 1806, while the former died",strong-new,"known ship, dated HoC event, no existing row that year"
nicolas,1806,,1,False,new-candidate,2,218511,"archives gives the foi-ce on the J n no as Son Excellence de Chambellan et Chevalier Nicolds de RezanoiT, Capt. Nicolas de Khorstoff, Lieut. Galiriel de Davidoff, Geo. de Langsdorll', Dr et Naturaliste, Pilotes llliyn et",weak-new,"known ship, undated narrative mention"
nicolas,1806,San Francisco,1,False,new-candidate,2,883657,"er and to preserve their ancient friendship. In the year 1806 there arrived at the poi't of San Francisco Don Nicolas de Rezanof, Chamberlain of His Imperial Majesty, share-holder and Agent of the Russian American Compan",weak-new,"known ship, undated narrative mention"
nicolas,1807,,1,False,new-candidate,2,2136624," in '31. Owner ot the S. Jos6 de Buenos Aires rancho in '40- 3. ii. 354, 441; iii. 196, 634; iv. 035. A. (Nicolas), a settler at L. Ang. in 1807. ii. 350; and Marcos A. in '46. Alarcon (Caspar), 1602, Span. com. of one o",weak-new,"known ship, undated narrative mention"
nicolas,1812,Refugio,1,False,new-candidate,2,2681466," in '36 at Mont., age 39, wife Tomasa Garcia, child. Agustin b. '17, Juan '22, JoFefa '23, Jos(§ jNIaria '26, Nicolas Antonio '27, Jacoba '29, Amparo '31, Refugio '32, Fernanda '34; in '39 grantee of S. Jose y Sur Chiqui",weak-new,"known ship, undated narrative mention"
nicolas,1818,,1,False,new-candidate,2,2505991,"), 1847, Co. F, 3d U.S. artiU. (v. 518), ace. to Lancey, but not on the roll; at Livermoi'e '48. Chavarria (Nicolas), 1818, S. Amer. of Bouchard's insurgents, captured at Mont., and remained in Cal. ii. 227, 230-2, 241; ",weak-new,"known ship, undated narrative mention"
nicolas,1827,,1,False,new-candidate,2,2104489," Dana, Wm G., 1826, Davis, John, 1828. DevoU, Plail. L., 18.30. Dillon, Joseph, 1824. Doak, Thos, 1816. Dodero, Nicolas, 1827. Domingo, Juan, 1830. Duckworth, Walter, 1829. Elwell, Robt J., 1827. Fellom, Matthew, 1821-4.",weak-new,"known ship, undated narrative mention"
nicolas,1834,,1,False,new-candidate,2,2570807," '70 at the age of 69, leav- ing a family. His wife was Maria, daughter of Domingo Carrillo; his eldest son, Nicolas, was for a long time sheriff of Sta B. County. Covell (Hiram), 1834, mr of tho Bij Chanee. iii. 381. Co",weak-new,"known ship, undated narrative mention"
nicolas,1840,,1,False,attach,2,2148332,"enerally, and perhaps correctly, written Altgeier. He often quarrelled with the capt., who once accused Le Grand Nicolas of having tried to kill him; Ijut A. was not discharged as threatened. In '42 he got from Sutter a ",auto-attach,ship+year already in registry; HoC corroboration
nicolas,1841,,1,False,new-candidate,2,2278544,"; alcalde at Stock- ton '40; became a rich trader, and was murdered at Stockton by Wm Dennis in 'G9. Eeltran (Nicolas), coriDoral 177G-S1, killed on the Colorado, i. 304, 303. Eelty (Wni), 1841, German immig. from Mo. in",weak-new,"known ship, undated narrative mention"
nicolas,1844,,1,False,new-candidate,2,2290861,"Francisco '27, Ramon '30. Bernier (Baptistc), 1844, one of Fremont's men. iv. 437. Berreyesa (Antonio), son of Nicolas, who in '77 at S. Jost5 gave me his Pidacion of the murder of his uncle by Fremont's men in '46 (v. 1",weak-new,"known ship, undated narrative mention"
nicolas,1847,,1,False,new-candidate,2,2622645,"540, one of Coronado's officers, who crossed the Col- orado, and perhaps looked upon Cal. territory, i. GS. D. (Nicolas), Los Ang. hatter '39-46. Dibble (Jonas), 1847, advertises sale of the schr VyiHidm in Mont. Calif o",weak-new,"known ship, undated narrative mention"
nieves,1823,,1,False,new-candidate,2,2542363,"fe was j\Iaria Ce- cilia , d, '53, age 27; children Maria Jesus b. '41, Agapito, Juan B. Ani- ceto, Narciso Nieves, jNIaria Julia Dolores, and Juan Lorenzo d. '61, age 10. Cooper (John Bautista Roger), 1823, nat. of the ",weak-new,"known ship, undated narrative mention"
nieves,1842,,1,False,new-candidate,2,2276385,"es, becoming a citizen. He came from Sonora on the Esmeralda, iv. 341, settling at Los Ang., where he married Nieves Guirado in '44, and engaged in trade for many years. He was prominent in '45 among the foreigners who o",weak-new,"known ship, undated narrative mention"
ninfa,1840,,1,False,attach,2,2216856,"eo. H.), 1847, Co. D, N.Y.Vol.; killed by Ind. in S. Joaq. Vah in '47. Asken (Wm), 1840, Engl, pilot of the Ninfa; at Mont. '41. Aspiroz (Salvador), 1814, teacher Avith Gov. Sola. ii. 426. Quarrel with Guerra '17. ii. 38",auto-attach,ship+year already in registry; HoC corroboration
nowlan,1824,Monterey,1,True,new-candidate,2,1566909,"- ing $/>34. Constnvcia, Colombia schooner from S. Bias; Zurrillaga, master; arrived at Mont. July 29th. Thomas Nowlan, from Lima; Wm. Clark, master; at S. F. in Aug. and Sept., paying §1,191. Mentor, American ship. At S",strong-new,"known ship, dated HoC event, no existing row that year"
o'cain,1790,,1,False,new-candidate,1,1778213,"GO- TO. Capt. Matute is asked to can-y the young Bostonian to San Bias. Jd. , xxi. 230. Piis narae was Joseph O'Cain, an Irishman, and he went in the Arainazit (perhaps in 1790). Pror. Un: , MS. , iv. 22-3, 30-1 . ' This",weak-new,"known ship, undated narrative mention"
o'cain,1790,San Francisco,1,True,new-candidate,2,240107,"d on the coast with results which are not known. '""^ Jonathan Win- ship likewise came down from Kadiak in the OCain 2'-^ Simpmn^H Narrative, i. 377-9. ^^ Born at San Francisco and baptized on Feb. 2G, 1790. San Francisco",strong-new,"known ship, dated HoC event, no existing row that year"
o'cain,1797,,1,True,new-candidate,1,1786936,"nd foreigners to Cddiz. Prov. liec, M.S., viii. IG.j; iv. 147. I suppose this Bmling and the Boston boy, and O'Cain to have been possibly the same person. Oct. G, 1797, Borica toV. R., sends tlie 11 to San Bias. Prov. Jl",strong-new,"known ship, dated HoC event, no existing row that year"
o'cain,1799,,1,False,new-candidate,2,115035,"the pretensions of Minister Mon- roe at the court of Madrid; and Arrillaga in reply sent a rumor obtained from O'Cain that the United States would have free trade with New Spain even by force, and that a Philadelphian wa",weak-new,"known ship, undated narrative mention"
o'cain,1801,San Diego,1,False,new-candidate,2,93008," that of the O'Cai'^z, Captain Joseph O'Cain/^ inaugurat- ing a new system of commercial adventure on the coast. O'Cain had been mate on the Enterprise, touching at San Diego in 1801, and was also supposed by Arrillaga t",weak-new,"known ship, undated narrative mention"
o'cain,1803,,3,False,new-candidate,2,95299,"ovisions, having no passport. A negro named John Brown deserted, to be subsequently sent to San Bias, and then O'Cain sailed southward. ^^ His chief adventures were at San Quintin in Lower Cali- fornia, as related elsewh",weak-new,"known ship, undated narrative mention"
o'cain,1803,San Diego,1,False,new-candidate,2,92922,"ts, were re- fused.i'^ Another visit of an American vessel in 1803-4 was that of the O'Cai'^z, Captain Joseph O'Cain/^ inaugurat- ing a new system of commercial adventure on the coast. O'Cain had been mate on the Enterpr",weak-new,"known ship, undated narrative mention"
o'cain,1805,Santa Bárbara,1,False,new-candidate,2,362759,"rd obtained supplies at Santa Barbara in 1803; but though the Channel islands were visited by the Lelia Byrcl, OCain, and Albatross in 1805, 1807, and 1810, respectively, it does not appear that any of these vessels vent",weak-new,"known ship, undated narrative mention"
o'cain,1805,Sitka,1,True,new-candidate,2,134543," captors had been in communication, and which they had now probably rejoined. This reference was perhaps to the OCain, since that vessel was again on the coast under a new commander, Jonathan Winship. AVith his brother N",strong-new,"known ship, dated HoC event, no existing row that year"
o'cain,1806,,1,True,attach,2,133161," name is called Ijy the Spaniards Olivens Kimvell, and he is even said to have been a brother-in-law of Capt. O'Cain. Pi-ov. St. Pap., MS., xix. 153-5. IVfay 19, 1806, Gov. to Com., acknowledging report of the affair. Pj",auto-attach,ship+year already in registry; HoC corroboration
o'cain,1806,Bodega,1,False,attach,2,137988,"0; KhUhnihof, Zapishl, 9, 10, 1.37; Barcinqf, Shizneopissanie, 107-8; Tikhmincf, Istor. Ohosranie, i. 183. If the O'Cain was the vessel called by the Spaniards the Behos, as the dates would indicate, it is very strange t",auto-attach,ship+year already in registry; HoC corroboration
o'cain,1806,San Blas,1,False,attach,2,131862,"ther American craft on the coast called by the Spaniards the Reizos, and supposed by them to be under Captain O'Cain. There is much confusion in the matter, and it is difficult to say definitely whether this was the Peac",auto-attach,ship+year already in registry; HoC corroboration
o'cain,1806,San Diego,1,False,attach,2,132015,"h confusion in the matter, and it is difficult to say definitely whether this was the Peacock back again, the O'Cain, of which I shall presently speak, or really a distinct ship called the Reizos, or by some name of simi",auto-attach,ship+year already in registry; HoC corroboration
o'cain,1806,Santa Bárbara,2,False,attach,2,1740,Governor — The Lelia Byrd and Hazard on the Coast — The first Californian Narrative in the United States — Captain O'Cain — Rus- sian Contracts — Precautions against Foreigners — Arrillaga and Tapis on Missions — Foundin,auto-attach,ship+year already in registry; HoC corroboration
o'cain,1806,Trinidad,1,True,attach,2,135119," south. On or about May 23d with a hundred Aleut hunters, four Russians, twelve women, and fifty bidarkas, the OCain set sail for the south, and on June 10th anchored just north of Trinidad Bay, where Wash- ington Sound,",auto-attach,ship+year already in registry; HoC corroboration
o'cain,1807,,1,False,new-candidate,2,255363,"e only know through Russian authorities that such a visit was made;* but about Jonathan Winship's visit in the OCain Avith his brother Nathan as mate, we are better informed, though the Russian records do not mention it,",weak-new,"known ship, undated narrative mention"
o'cain,1807,Bodega,1,True,new-candidate,2,259754," the log-book of the voyage. There is nothing in the Spanish archives about the visits of either the Dfrhn or O'Cain this year unless it may be the mention of a vessel at Bodega in May to June. Prov. Rec. , MS. , viii. 8",strong-new,"known ship, dated HoC event, no existing row that year"
o'cain,1807,San Pedro,1,False,new-candidate,2,255593,"ords do not mention it, or rather perhaps include it in the mention of the same captain's preceding trip. The O'Cain left Kadiak Januar}'- 16, 1807, with fifty native hunters, and in a month reached the Farallones, the s",weak-new,"known ship, undated narrative mention"
o'cain,1807,Sitka,2,True,new-candidate,2,239850,"unting expeditions of Americans made under contract with Baninof, on terms similar to those formerly obtained by O'Cain, Winship, and Campbell. In 1807 Swift in the Z)er6^, with twenty- five bidarkas and fifty Aleuts, hu",strong-new,"known ship, dated HoC event, no existing row that year"
o'cain,1809,,1,False,new-candidate,2,282771,"ement the Yankee cap- tain sailed on the 16th of November. At Drake Ba}' at the end of November he found the O'Cain, the Isabella, and the Mercury. Earty in December communication was had with the party on the Fara- . ''",weak-new,"known ship, undated narrative mention"
o'cain,1810,,2,False,new-candidate,2,252960," CHAPTER V. CHEOXOLOGICAL NARRATIVE OF EVENTS. 1807-1810. Pkecautions — A Spanish Cruiser— The 'Derby' and the 'O'Cain,' Cap- tains Swift and Winship — Holy Oil — A Strange Flag — Warnings against the French — The 'Dromo",weak-new,"known ship, undated narrative mention"
o'cain,1810,San Diego,1,False,new-candidate,2,4368,"ian Troubles in 1810— Moraga's Battle at Suisun — Revolt at San Gabriel — Otter-hunters — The Winship Brothers — The O'Cain, Albatross, Isabella, Mercury, Catherine, Amethyst, and Charon, on the Coast, 1810-12— Smith and",weak-new,"known ship, undated narrative mention"
o'cain,1810,San Francisco,2,False,new-candidate,2,3184, Russian American Annals — Spanish Movements and Policy — English and American Intervention— Russo-American Contracts — O'Cain — Rezdnof's Visit to San Francisco — Authorities on the Voyage — Russian Motives — A Starving,weak-new,"known ship, undated narrative mention"
o'cain,1811,,4,True,new-candidate,2,284054," is best to conclude this narrative here. On April 1, 1811, the Albatross sailed for the north, leav- ing the O'Cain to look after aftairs on the lower coast, and returned to the Farallones to leave supplies. Then she we",strong-new,"known ship, dated HoC event, no existing row that year"
o'cain,1811,Bodega,1,False,new-candidate,2,797110,"erican vessels with bidarka-fleets hunting otters under Rus- sian contracts — of the Winships in the Albatross and O'Cain, Davis in the Isabella, Meek in the Afnethyst, Blanchard in the Catherine, and Whittemore in the C",weak-new,"known ship, undated narrative mention"
ontario,1818,San Pedro,1,True,new-candidate,2,871201,"Id., iii. 89-90. And on Sept. 2d tlie governor reported to the viceroy the arrival of tlie American man-of-war Ontario. Prov. Rec, MS., ix. 197. Jan. 7th, Governor Cordero of Sonora to Sola. The Cossccck, for outrages at",strong-new,"known ship, dated HoC event, no existing row that year"
ontario,1822,,1,False,attach,2,2387034,"er (Benj.), 1841, gunner on the U. S. St Louis, and in ""47 on the Independence. B. (Alex.), 1822, mr of the Ontario, ii. 474. B. (Ed- M^ard), 1847, Co. E, Morm. Bat. (v. 469); a bishop in Utah '82. Burch (ChasH.), 1846, ",auto-attach,ship+year already in registry; HoC corroboration
ontario,1822,Monterey,1,True,attach,2,1430761," Imperial Mexican man-of-war; Capt. Jos6 Maria Narvaez; at Mont. Sept. 26th to Nov. 22d; at S. Diego Dec-Jan. Ontario, Alex. Bunker; Almira, T. Daggett; Gideon, Obed Clark; Ploiv- boy, W. Chad wick; Alert, C. Roy — Nantu",auto-attach,ship+year already in registry; HoC corroboration
orcasitas,1767,,2,False,new-candidate,1,368254,"ubmissive Mayos. The presidio of Pitic at Hermosillo is now founded, afterwards being transferred for a time to Horcasitas. In 1745 there are estimated to be six- teen hundred Spanish inhabitants, possibly men, in Slnalo",weak-new,"known ship, undated narrative mention"
orcasitas,1775,,3,True,new-candidate,1,980563," north, until in Septem- ber 1775 most of the company were assembled at the appointed rendezvous, San Miguel de Horcasitas. They were ready the 29th of September, all being united in time to start from the presidio of Tu",strong-new,"known ship, dated HoC event, no existing row that year"
orcasitas,1777,,1,True,new-candidate,2,608469,"oble parentage in 1750. He entered the military service as volunteer ia the presidial company of San Miguel de Horcasitas, Sonora, on Nov. 25, 1777, became alferez INIarch 30, 1778, served as lieutenant from July 14, 178",strong-new,"known ship, dated HoC event, no existing row that year"
orcasitas,1777,Monterey,1,False,new-candidate,1,1240821,"viceroy favored the views of Garces and Anza. He promised early in 1777 to transfer northward the presidios of Horcasitas and Buenavista as a protec- tion to the proposed missions, and recommended the whole matter to the",weak-new,"known ship, undated narrative mention"
orcasitas,1779,,1,True,new-candidate,1,1243659,"he had brought from Mexico were lies. Palma endured it for a while and then went again to Altar and then to Horcasitas to explain his difficulties. General Croix, still at Chihuahua, hearing of Palma's visit and knowing ",strong-new,"known ship, dated HoC event, no existing row that year"
orcasitas,1794,Monterey,1,False,new-candidate,1,1737390,"une, and during the year visited all the Californian ports. Two Manila vessels, the Valdes under Bertodano, and Horcasitas, under Mon- dojia, touched at Monterey in July and August."" The Aranzazu made two trips down from",weak-new,"known ship, undated narrative mention"
orcasitas,1803,,1,False,attach,2,2698484," officers, who were disposed to ridicule him and make him the butt of practical jokes. His wife was Gertrudis Horcasitas. His daughter. Magda- lena, was grantee of part of Otay in '29. ii. 209, 373, 542, 547; v. 619. A d",auto-attach,ship+year already in registry; HoC corroboration
orcasitas,1821,,1,False,new-candidate,2,2687430,", settler at the Colorado pueblos, killed by Ind. 1781. i. 359-02. E. (Josi^'), 1821, Span. capt. and com. of Horcasitas, Sonora, who fled to Cal. on refus- ing oath of indep., on the Zertaje. ii. 431. E. (Pedro de S. Jo",weak-new,"known ship, undated narrative mention"
orcasitas,1828,,1,False,new-candidate,2,1639142," 97; Carrillo (./.), Doc. Hist. Cul., MS., 21; Dept. Pec, MS., viii. 94. Capt. Estudillo's wife was Gertrudis Horcasitas, a lady of Mexican birth; with whom he did not always live harmoniously. By her he had 6 children; ",weak-new,"known ship, undated narrative mention"
orcasitas,1850,,1,True,new-candidate,1,983333," : r sii vuella, dcsde csle /'mjrtu al i'rvsitiiu <lc Snn Mnjtul </c JJoixa:<:i'i.^. .Ms., s3-2. Com- pleted at Horcasitas on June 1st. This oilicial journal kept by the comandante from day to day throughout the whole ex",strong-new,"known ship, dated HoC event, no existing row that year"
orion,1822,,1,False,new-candidate,2,2252651,"8), v/ho deserted; also named as a laborer at !Mont.,and mont. bySherman. 3Ie)n. i. 31. Barnes, 1822, mrof Orion, ii. 474. Barnett (Elias), 1841, Anier. imniig. of the Bartlesoa party, iv. 270, 275, 279. Lived with Yount",weak-new,"known ship, undated narrative mention"
orion,1822,San Francisco,2,True,new-candidate,2,1430255,"American ship from Boston; Gyzelaar, master; Gale, supercargo. Left Boston in Jan. ; probably at Mont, in July. Orion, English whaler; Barnes, master; at S. F. Aug. 3d. San Francisco de Paida, or Dos Jlrrmanos, formerly ",strong-new,"known ship, dated HoC event, no existing row that year"
orion,1827,,1,False,attach,2,2142612,"r Factor, iii. 147. Alfaro (Joaquin), 1834, accused of murder at Mont. iii. 673. Alfe (Alfon), 1827, mr whaler Orion, iii. 148. Alford (Landy), 1846, overland immig. who worked as a carpenter at Mont., and at Benicia in ",auto-attach,ship+year already in registry; HoC corroboration
orizaba,1841,Bodega,1,False,new-candidate,2,2398581," same time. Button (Montgomery), 1847, Co. D, Morm. Bat. Buzzell (Joseph Willard), 1841 (?), deserter from the whaler Orizaba at Halfmoon Bay, spending some time with Graham at Sta Crnz, later a trapper at N. Helv. , til",noise,"unknown ship, undated mention"
otter,1785,,1,True,new-candidate,1,1489031,"6; Arch. Sta. Bdrhara, MS., i. 283-4, x. 8-10. Curiously the earliest document in the archives relating to the otter is dated Oct. 24, 1785, after the king's order was issued but before it could have reached California. ",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1786,,2,True,new-candidate,1,1487023," Vega was sent as a commissioner to California to investigate the matter and to make a beginning of collecting otter and seal skins/** Don Vicente came up on one of the transports of 1786 which left San Bias in June, bri",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1787,,3,True,new-candidate,1,1489296," an order from Fages to Ignacio Vallejo at San JoscS that if auy one goes out to trade with the Indians for otter-skins he is to be punished. Dept. St. Pap. S. Jos(, MS., i. 6, 7. ^^ March 8, 1787, the audiencia complain",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1787,Monterey,1,True,new-candidate,1,1495163," JosS Maria Arce. Prov. Slut. Pap., JIS., vi. 38. Sept. 15, 1787, Jos^ Soberanes charged §55 for dress- ing 95 otter-skins. Prov. St. Pap., Ben. Mil., MS., ix. 6. Oct. 6, 1787, there ■were shipped on the San Carlos and F",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1788,,1,False,new-candidate,1,1492442," through Manila, should have been igno- rant until now of the value of this precious fur. Before this year an otter-skin was worth no more than two rabbit-skins ; the Spaniards did not suspect their value ; they had neve",weak-new,"known ship, undated narrative mention"
otter,1788,San Francisco,3,True,new-candidate,1,1490722,"elligence and merit, who is to depart soon for China for the purpose of making there a treaty of commerce in otter-skins."" La Perouse be- lieved that the new branch of trade might prove to the Spaniards more profitable t",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1789,Monterey,2,True,new-candidate,1,1495551," San Antonio. /(/., ix. 14. July 30, 1788, Lasuen says to viceroy that Basadre col lected from the mission 64 otter-skins ■worth $405. ArcJi. Sta. Bdrhara, MS., i. 289. Nov. 9, 1789, commandant of Santa Bdrhara to govern",strong-new,"known ship, dated HoC event, no existing row that year"
