ship_id,year,port,n_mentions,any_fulldate,status,hv,first_pos,snippet,triage,why
otter,1790,,1,False,new-candidate,1,1494078,"ned to Mexico at the end of the year and proceeded to Manila early in 1787. Before 1790 the whole number of otter-skins from both Californias sent to Manila on account of the royal treasury under Basadre's system was 9,7",weak-new,"known ship, undated narrative mention"
otter,1790,San Francisco,2,True,new-candidate,1,1497669,"r it. By the treaty of Oct. 28, 1790, between Spain and England, the latter power ■was prohibited from taking otter ■nithin ten leagues of any part of the coast occupied by the former — that is, all of California below S",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1791,,2,True,new-candidate,1,40649,"mp— Stock- raising I CHAPTER XXIX. INDUSTKIES AND INSTITUTIONS. 1791-lSOO. Commerce— Trade of the Transports — Otter-skins— Projects of Marquez, JIamaneli, Inciarte, Ponce, Iilendez, and Ovineta — Provincial Fi- nances—H",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1791,Monterey,1,False,new-candidate,1,2039542,". Hist. Cal., 3, 4. CHAPTEE XXIX. INDUSTEIES AXD IXSTITUTIONS. 1791-lSOO. Commerce — Trade of the Transports — Otter-skins — Projects of Mae- QtiEZ, !Mamaneli, Inciarte, Ponce, Mendez, and Ovineta — Provincial Finances —",weak-new,"known ship, undated narrative mention"
otter,1792,Monterey,1,False,new-candidate,1,2229871,ing the decade Avere those of Vancouver in 1792-4; the English Providence under Broughton in 179G; the American Otter under Dorr in the same year; and an unknown vessel that anchored in the bay in 1800. The only Indian t,weak-new,"known ship, undated narrative mention"
otter,1793,,2,True,new-candidate,1,1496698," for .'59 skins from Santa Bdrbara Company. Id., xxi. 86. Dec. 30, 1793, viceroy to court of Spain says some otter and seal skins are sold to vessels visiting the ports. St. Pap., Hiss, and Colon., MS., i. 17. Feb. 1794,",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1794,,1,True,new-candidate,1,1496856," sold to vessels visiting the ports. St. Pap., Hiss, and Colon., MS., i. 17. Feb. 1794, by order of %'iceroy otter-skins may be exported free of duty. Prov. Bee, MS., viii. 141 ; Prov. St. Pap., MS., xi., 159. June 8, 17",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1795,,2,True,new-candidate,1,1497081,"ap., MS., xi., 159. June 8, 1795, govci-nor to comman- dant. King allows Nicolds Manzaneli of San Bias to take otter-skins to China from California and trade for goods. Prov. Bee, MS., iv. 134. Feb. 23, 1795, the governo",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1796,Monterey,2,True,attach,1,1781814," an-ived at Monterey from San Diego, announcing that 18 sail had been sighted. St.Pap.,Sac., MS.,vi. 89. THE 'OTTER,' CAPTAIN DORR. o39 ored at Monterey, obtained some needed supplies, left some instruments which had bee",auto-attach,ship+year already in registry; HoC corroboration
otter,1796,San Francisco,2,False,attach,1,1784596," were sent to San Bias. Prov. St. Pap., MS., xxi. 242. -^ She is called by the Spaniards the Otter Boston, El otro Boston, and Later Boston; and their captain, Dow, Dour, Dor, Daur, Door, and Dcre. =° Herbert C. Dorr, so",auto-attach,ship+year already in registry; HoC corroboration
otter,1797,San Francisco,1,False,new-candidate,1,1785814,ia being thus increased by nearly one hundred men.-^ Lieutenant- troubles with these reckless men who nsecl the Otter as a means of escape. The Dorr lamily fiiruishecl several masters and owners of vessels engaged in the,weak-new,"known ship, undated narrative mention"
otter,1798,San Francisco,1,True,new-candidate,1,1787346,"oves. Id., xvii. 17. Oct. 23d, a strange vessel anchored ofT Santa Cruz. Prov. Pec, MS., v. 94. Doubtless the Otter. The Spanish vessels of the year were the V<dd(s and Sail Carlos wliich brought troops, etc. , from San ",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1798,Sitka,1,False,new-candidate,2,248358,"hould have appeared in vol. 1. EXPLORATION OF BODEGA. 81 some temporary buildings were erected; over 2,000 otter-skins were secured; and five or six men, Rus- sians and Americans, deserted. The return voyage was tedious,",weak-new,"known ship, undated narrative mention"
otter,1800,Monterey,2,False,new-candidate,1,37910,sed Reenforcements — French AVar Contribution — Foreign Ves- sels— Precautions — The 'Phcenix' — Broughton's Visit — The 'Otter' of Boston — A Yankee Trick — ^Arrival of Albemi and the Catalan Volunteers — Engineer Cordo,weak-new,"known ship, undated narrative mention"
otter,1801,Monterey,1,True,new-candidate,2,530004,"and want of zeal shown by the settlers. One of them washed to use his whole crop for making a net to catch otter, regard- ''See Hist. Cal., vol. i. chap, xxviii., this series. ""' Aug. 9, 1801, Sanchez brought three chest",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1802,,3,True,new-candidate,2,52748," only in selling goods to the amount of $10,000 and obtaining what supplies they needed, but also bought 1,G00 otter- skins just arrived from California at prices which assured the success of the trip. An amusing feature",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1803,,3,True,new-candidate,2,95529,"nia, as related elsewhere,^^ where he remained sev- eral months, and then returned to Kadiak in June vrith 1,100 otter-skins to be shared with the Rus- sians, to say nothing of several hundreds of skins v.diich he is cha",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1803,San Diego,3,True,new-candidate,2,53476,"ias, our adventurers sailed in February for San Diego where they w^ere given to understand there was a lot of otter-skins that might be obtained advan- tageously. On the way they found eleven naked Indians to be the only",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1806,,1,False,new-candidate,2,2409983,"lain of Heceta's exped. at Mont, and on the north coast '75. i. 122-3, 194, 235, 240-2, 247. Campbell, 1806, otter-hunter, ii. 40-1. C. (Anthony), 1840, Engl, sailor disch. from the Fly at S. F., and killed by Ind. near ",weak-new,"known ship, undated narrative mention"
otter,1806,Sitka,1,True,new-candidate,2,134966," at New Archangel in April 1806 by Chief Director Baranof, who w^as willing enough to make a new contract for otter-hunting in the south. On or about May 23d with a hundred Aleut hunters, four Russians, twelve women, and",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1806,Trinidad,1,True,new-candidate,2,138948,"dad Bay, and not to go ""too near"" the Spanish settlements; and he returned in the following August with 1,230 otter-skins.'^ On the 1st of October 1806 Guardian Jose Gasol issued an important series of regulations for th",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1807,,1,False,new-candidate,2,255146, against an English squadron seen off Panamd;^ but the peace of California was not disturbed ex- cept by Aleut otter-hunters of the Derhy and the aCain. Of Swift's visit in the Dcrhy we only know through Russian authorit,weak-new,"known ship, undated narrative mention"
otter,1807,San Diego,1,True,new-candidate,2,254624," 98; xii. 54, CO, 270-1. Dec. 10th, they anchored at San Bias, bringing hemp, tallow, lard, hides, deer-skins, otter-skins, wool, sahnon, sardines, shoes, bear-skins, oak planks, etc. Gacetas de Mex., xvii. 40. 2 Aug. 28",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1807,Santa Catalina I.,1,False,new-candidate,2,255929,"e, and seals being found in great numbers. Obtaining sup- plies from the Spaniards at San Pedro, Winship hunted otter for a time at Santa Catalina Island, w^here he found forty or fifty Indian residents who had grain and",weak-new,"known ship, undated narrative mention"
otter,1807,Sitka,1,False,new-candidate,2,239713,"been no intercourse between the Russian settle- ments and California for some time, unless we may so regard the otter-hunting expeditions of Americans made under contract with Baninof, on terms similar to those formerly ",weak-new,"known ship, undated narrative mention"
otter,1808,Santa Bárbara,1,False,new-candidate,2,87531,"cularly favorable to horses and mules, as they retain their strength and vigor till past thirty years."" The sea-otter of the Santa Barbara Channel were better than on any other part of the coast; and the natives were a d",weak-new,"known ship, undated narrative mention"
otter,1808,Trinidad,1,True,new-candidate,2,246505,"Kuskof sailed on the Kadiah, master Petrof, October 26, 1808, and first touched at Trinidad Bay. Finding neither otter nor natives here he con- tinued his voyage to Bodega Bay, where he arrived January 8, 1809. I append ",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1809,Bodega,1,False,new-candidate,2,252203,"m Queen Charlotte Island where his hunters were attacked by the Indians.^* Meanwhile Jonathan Win- ship made an otter-catching contract at the end of 1809, and sailing in the 0' Cam in 1810-11 he brought back over 5,400 ",weak-new,"known ship, undated narrative mention"
otter,1809,San Juan Capistrano,1,False,new-candidate,2,263174,"en and a pilot, belong- ing to the ship Georcje lying at San Pedro, had come to San Juan Capistrano to catch otter and were driven off. Prov. Pec, MS., xii. 73. '2 Prov. Pec, MS., ix. 107; xi. 128-9; xii. 68-9, 278, 280;",weak-new,"known ship, undated narrative mention"
otter,1810,,3,False,new-candidate,2,253410,"— Drought of 1809 — Neophyte Labor- ers—Indian Troubles in 1810 — Moraga's Battle at Suisun — Revolt AT San Gabriel — Otter-hunters — The Winship Brothers — The 'O'Cain,' 'Albatross,' 'Isabella,' 'Mercury,' 'Catherine,' ",weak-new,"known ship, undated narrative mention"
otter,1810,Bodega,1,True,new-candidate,2,252330,"n otter-catching contract at the end of 1809, and sailing in the 0' Cam in 1810-11 he brought back over 5,400 otter-skins to share from the Califor- nia coast. His brother, Nathan Winship of the Alba- tross, also made a ",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1810,Monterey,1,False,new-candidate,2,544174,mation in connection with each voyage. It is enough to say here that missionaries and set- tlers bartered their otter-skins and other products for miscellaneous articles and money brought by the Americans whenever the op,weak-new,"known ship, undated narrative mention"
otter,1810,San Diego,1,False,new-candidate,2,4322,"— Drought of 1809 — Neophyte Laborers — Indian Troubles in 1810— Moraga's Battle at Suisun — Revolt at San Gabriel — Otter-hunters — The Winship Brothers — The O'Cain, Albatross, Isabella, Mercury, Catherine, Amethyst, a",weak-new,"known ship, undated narrative mention"
otter,1811,,5,False,new-candidate,2,283537,"lie Albatross repaired to San Luis Obispo for w^ood, water, and beef, and a party of hunters took sixty prime otter-skins. At San Quintin the OCain was rejoined and the two Winship brothers, Nathan and Jonathan, carried ",weak-new,"known ship, undated narrative mention"
otter,1811,Bodega,2,False,new-candidate,2,797375,"elsewhere recorded, little being known about most of them beyond their presence on the coast and the number of otter-skins they carried away.^ Kuskof in the schooner Chirikqf cscnie down to Bodega in 1811, returned to es",weak-new,"known ship, undated narrative mention"
otter,1811,Monterey,1,False,new-candidate,2,290100,"iam Blancharcl in the Catherine were on the coast under Russian contracts, each carrying back over seven hundred otter-skins for the company, which is all that is known of these expeditions. Whittemore in the Charon shar",weak-new,"known ship, undated narrative mention"
otter,1811,San Diego,1,False,new-candidate,2,590229," into contact with the Spaniards. Several Amerian vessels were flitting up and down the coast engaged in taking otter by the aid of Aleut hunters and the contraband trade, but without entering the ports or leaving any re",weak-new,"known ship, undated narrative mention"
otter,1811,San Francisco,2,True,new-candidate,2,289105,"ft on Jan. .Sd, forced by wind. Arch. Arzoh., MS., ii. 83. May 30, 1811, Com. of San Francisco to Gov., the otter-fishing canoes still in the bay; as many as 50 seen together. Indians report 130 of them between Pt Bonete",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1811,Santa Bárbara,1,False,new-candidate,2,980441,"ve been brought over to th6 mam, except perhaps one old woman left on San Miguel. A terrible massacre by the otter-hunters of Capt. Whittemore's vessel in 1811, mentioned by Tay- lor, is the only part of the affair defin",weak-new,"known ship, undated narrative mention"
otter,1812,,7,True,new-candidate,2,291329," Thus slightly was California involved in the great revolution in its first year.^* 130,000 seals besides many otter. He took them to China in the Albatross, obtained $2.50 for seal-skins and $30 or $4-0 for otter; loade",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1812,Bodega,1,False,new-candidate,2,1117450," 1811 Padre Abella made a boat voyage on the bay, applying some new names. This year and the next the Aleut otter-hunters frequented the bay in their bidarkas. In 1812-13 came the news of the Russian settlement at Bodega",weak-new,"known ship, undated narrative mention"
otter,1812,San Francisco,1,False,new-candidate,2,891412,"though of this and immediately succeeding events there is no detailed record. The Aleuts were sent out to hunt otter along the coast, apparently with instructions not to enter San Francisco Bay, for it was best not to of",weak-new,"known ship, undated narrative mention"
otter,1812,Trinidad,1,True,new-candidate,2,1958181,"e North Farallou in May 1825. MorrelVs Nar., 209. ^Khl(5bnikof, Zapiski, ii. 138-9, gives statistics of the sea-otter catch from 1812 to 1823, and Tikhmenef, Istor. Ohos., i. 211, 357-9, from 1824 to 1834, as follows: 18",strong-new,"known ship, dated HoC event, no existing row that year"
otter,1813,,1,False,new-candidate,2,800688," engaged for the most part as on the present voyage in bringing supplies for the Rus- sians and carrying their otter-skins to China, but also trading with the Indians; had never entered the ports of California; had a U. ",weak-new,"known ship, undated narrative mention"
